sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level,risk_label
BASKETBALL,86.16,123.27,69.83,125.09,26.35,157.5,61.56,1,1,0,1,2,high
HOCKEY,87.5,101.5,76.3,117.07,52.63,144.49,60.48,1,1,1,1,2,high
RUGBY,133.12,142.43,92.99,74.51,26.05,171.16,81.97,0,0,0,0,0,low
CRICKET,92.0,112.6,68.32,173.83,36.1,158.28,58.93,0,1,1,1,2,high
VOLLEYBALL,77.79,111.58,86.16,160.82,35.6,160.56,56.39,1,1,1,1,2,high
SWIMMING,99.21,130.92,74.2,178.45,28.94,154.43,66.65,0,1,1,1,2,high
TRACK,84.66,126.06,48.11,113.53,29.45,147.26,56.41,0,1,1,1,3,critical
GYMNASTICS,103.86,97.14,148.78,184.33,23.57,170.83,91.72,0,0,0,0,0,low
RUGBY,70.7,92.56,38.81,167.05,62.13,142.04,43.8,1,1,1,1,3,critical
RUGBY,92.1,99.2,75.25,130.5,39.73,155.19,44.77,0,1,1,1,2,high
SOCCER,140.63,160.71,143.94,74.93,12.44,170.54,82.92,0,0,0,0,0,low
TENNIS,137.82,154.37,102.24,174.86,16.11,164.68,80.63,0,1,0,0,0,low
BOXING,143.09,158.28,168.91,100.15,17.39,174.28,73.8,0,0,0,1,0,low
CRICKET,86.96,131.03,83.24,180.98,29.94,164.06,69.97,0,1,1,1,1,moderate
CRICKET,90.44,117.64,57.98,180.15,30.51,148.3,45.9,0,1,1,1,2,high
AMERICAN_FOOTBALL,98.27,109.06,80.35,124.84,46.69,151.92,60.35,0,1,1,1,2,high
CRICKET,142.18,155.06,114.21,144.98,23.55,170.57,78.3,0,0,0,1,0,low
SOCCER,142.72,155.94,154.47,63.37,13.28,171.35,90.66,0,0,0,0,0,low
OTHER,91.92,127.19,80.77,158.03,32.47,152.1,63.37,0,1,1,1,2,high
BASKETBALL,97.94,120.68,74.43,139.57,26.94,162.35,70.01,1,1,0,1,2,high
AMERICAN_FOOTBALL,86.06,93.86,38.35,162.55,71.15,138.19,56.76,1,1,1,1,3,critical
BADMINTON,110.49,141.37,104.31,158.22,20.95,160.1,73.54,0,1,0,1,1,moderate
AMERICAN_FOOTBALL,129.67,156.7,118.51,74.47,21.91,169.84,83.88,0,0,0,0,0,low
CYCLING,143.83,159.48,103.64,77.37,15.63,177.24,86.41,0,0,0,0,0,low
VOLLEYBALL,78.0,125.03,82.45,154.26,41.57,156.2,66.51,1,1,1,1,2,high
WRESTLING,67.21,91.06,57.41,140.39,65.8,147.89,48.88,1,1,1,1,2,high
BOXING,136.68,153.71,138.93,82.8,21.22,168.63,75.22,0,0,0,1,0,low
BASEBALL,146.1,157.8,97.45,177.13,26.3,166.88,80.79,0,0,0,0,0,low
SWIMMING,130.55,148.82,91.58,170.71,23.95,163.73,74.05,0,1,0,1,1,moderate
BADMINTON,97.78,116.07,83.14,170.96,39.55,155.17,68.39,1,1,1,1,2,high
BASKETBALL,101.97,137.35,114.16,117.73,21.21,165.92,77.0,0,0,1,1,1,moderate
BASKETBALL,75.1,107.02,50.84,145.03,45.27,147.97,62.83,1,1,1,1,3,critical
TENNIS,107.89,122.17,80.93,175.33,34.28,159.08,57.77,1,1,1,1,2,high
GYMNASTICS,107.99,117.47,151.51,164.71,30.02,173.64,90.6,0,0,1,0,0,low
BASEBALL,118.9,136.5,72.6,179.72,31.63,163.44,70.41,0,1,1,1,1,moderate
RUGBY,69.79,89.47,26.22,158.1,65.4,148.32,49.66,0,1,1,1,3,critical
AMERICAN_FOOTBALL,137.91,155.77,124.16,92.61,17.55,170.68,92.71,0,0,0,0,0,low
BADMINTON,124.16,135.12,117.69,148.93,21.62,164.15,77.06,0,1,0,1,1,moderate
BASEBALL,145.2,163.89,111.1,173.24,23.51,167.21,82.94,0,0,0,0,0,low
BASKETBALL,109.61,141.88,63.12,101.92,20.04,169.52,74.6,0,0,0,1,1,moderate
CRICKET,81.71,102.19,59.2,179.95,44.17,157.47,57.1,0,1,1,1,2,high
AMERICAN_FOOTBALL,75.52,107.78,51.78,163.05,65.33,138.5,43.47,1,1,1,1,3,critical
GYMNASTICS,41.8,61.32,73.57,182.9,65.95,125.83,57.76,1,1,1,1,3,critical
BASEBALL,109.67,119.25,54.47,176.39,40.47,157.91,67.73,1,1,1,1,2,high
CRICKET,103.74,117.71,85.51,168.82,28.5,162.81,64.19,0,1,0,1,1,moderate
BADMINTON,121.52,140.82,93.82,173.44,26.01,166.19,65.82,0,0,0,1,1,moderate
TRACK,95.17,121.02,31.3,113.21,32.12,147.18,55.81,1,1,1,1,3,critical
HOCKEY,81.98,107.35,71.29,136.43,46.57,157.42,60.14,0,1,1,1,2,high
HOCKEY,81.02,75.14,66.47,134.61,72.3,134.83,48.98,1,1,1,1,3,critical
BASKETBALL,107.55,148.39,91.62,104.0,24.97,165.01,82.92,0,0,0,0,1,moderate
SOCCER,64.64,96.93,83.56,105.4,45.65,146.89,61.21,1,1,1,1,3,critical
BASKETBALL,128.16,154.7,101.63,96.17,14.29,171.81,96.5,0,0,0,0,0,low
WRESTLING,87.33,109.86,91.37,123.52,49.9,162.6,66.26,0,1,1,1,1,moderate
TENNIS,82.05,120.95,60.28,179.15,37.33,150.37,40.4,1,1,1,1,3,critical
SOCCER,108.88,156.5,106.27,91.45,18.68,161.45,67.7,0,1,0,1,1,moderate
RUGBY,134.0,151.93,99.37,99.18,28.14,165.17,94.37,0,0,0,0,0,low
VOLLEYBALL,117.41,136.73,110.16,135.86,23.42,161.64,75.19,0,1,0,1,1,moderate
BOXING,155.19,160.32,163.57,97.44,15.1,170.29,81.07,0,0,0,0,0,low
BADMINTON,75.46,103.87,46.23,181.53,40.37,140.84,42.94,1,1,1,1,3,critical
CRICKET,130.17,151.0,130.67,161.36,24.52,170.93,77.77,0,0,0,1,0,low
TRACK,111.01,137.04,57.4,101.15,22.74,159.88,75.64,1,1,0,1,2,high
CRICKET,95.44,148.5,96.24,163.04,19.93,162.51,71.14,0,1,1,1,1,moderate
BADMINTON,121.43,146.78,98.75,156.92,17.29,163.7,74.44,0,1,0,1,1,moderate
BOXING,87.14,98.42,86.81,150.6,47.42,140.29,60.31,1,1,1,1,3,critical
BASEBALL,87.55,115.64,38.14,181.85,61.72,145.82,40.79,1,1,1,1,3,critical
GYMNASTICS,31.01,58.29,82.87,185.0,71.83,137.44,46.5,1,1,1,1,3,critical
TRACK,85.21,122.25,24.91,100.37,34.76,149.22,60.02,1,1,1,1,3,critical
SOCCER,92.9,129.46,101.94,93.41,19.18,150.69,71.59,1,1,0,1,2,high
WRESTLING,57.41,96.39,70.05,135.81,62.15,152.49,46.57,0,1,1,1,2,high
WRESTLING,50.07,70.82,39.59,167.94,72.34,143.47,33.81,0,1,1,1,3,critical
SOCCER,81.28,125.17,90.97,134.57,45.55,152.72,49.74,1,1,1,1,3,critical
BASEBALL,127.43,137.1,74.83,173.32,25.61,159.11,69.82,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,90.5,123.5,62.84,130.54,47.7,148.37,64.92,1,1,1,1,2,high
CYCLING,106.75,121.91,84.67,98.99,41.49,161.64,76.3,0,1,1,1,2,high
WRESTLING,95.2,101.83,87.43,121.3,53.91,157.67,58.31,0,1,1,1,1,moderate
CRICKET,122.35,134.97,96.82,154.07,28.67,171.06,83.37,0,0,0,0,0,low
BOXING,115.13,124.88,113.38,144.42,44.45,152.22,53.53,1,1,1,1,2,high
VOLLEYBALL,139.65,147.75,112.62,132.2,12.8,170.69,89.1,0,0,0,0,0,low
OTHER,106.65,111.11,86.29,141.48,28.15,156.16,72.35,0,1,0,1,2,high
BADMINTON,103.25,124.59,73.45,166.8,26.62,161.77,57.92,1,1,0,1,2,high
SOCCER,145.62,159.33,129.31,67.45,15.15,171.03,89.51,0,0,0,0,0,low
CYCLING,138.79,159.21,145.5,75.04,17.2,170.61,93.4,0,0,0,0,0,low
VOLLEYBALL,66.74,112.79,63.27,178.91,45.58,140.76,48.59,1,1,1,1,3,critical
WRESTLING,48.58,76.11,46.46,161.84,71.3,141.05,35.92,1,1,1,1,3,critical
GYMNASTICS,121.33,103.35,138.55,167.92,31.74,156.21,85.5,0,1,1,0,1,moderate
GYMNASTICS,89.43,101.63,125.69,179.07,46.7,163.95,72.86,0,1,1,1,1,moderate
WRESTLING,88.14,115.63,82.87,113.81,41.68,163.51,75.35,0,1,1,1,0,low
CYCLING,108.01,116.53,97.88,108.71,44.72,157.21,67.14,0,1,1,1,2,high
CYCLING,86.12,102.3,66.64,120.86,53.69,159.39,55.99,1,1,1,1,3,critical
BOXING,139.71,129.77,165.74,134.35,19.7,161.64,68.88,0,1,0,1,1,moderate
OTHER,84.6,101.5,72.67,151.55,49.06,143.45,43.54,1,1,1,1,3,critical
CYCLING,127.49,156.99,129.81,69.7,25.34,172.76,93.98,0,0,0,0,0,low
BASKETBALL,98.12,128.12,71.61,148.59,33.3,158.08,62.87,1,1,1,1,2,high
BOXING,110.59,120.37,124.46,128.98,37.69,156.79,48.75,1,1,1,1,2,high
GYMNASTICS,56.99,54.57,72.95,185.0,73.85,136.15,45.14,1,1,1,1,3,critical
CYCLING,77.29,111.11,46.92,117.13,47.6,145.87,60.41,0,1,1,1,3,critical
SOCCER,117.96,150.82,133.62,100.48,13.56,165.83,88.05,0,0,0,0,1,moderate
CRICKET,79.35,135.23,71.49,179.69,51.07,157.17,57.55,1,1,1,1,2,high
BOXING,118.32,138.46,118.94,98.65,13.39,167.14,80.88,0,0,0,0,1,moderate
VOLLEYBALL,64.16,99.53,60.34,177.45,40.34,152.31,59.8,1,1,1,1,3,critical
BASEBALL,115.78,144.57,82.26,178.74,27.54,161.83,61.61,0,1,0,1,1,moderate
CYCLING,137.54,159.99,108.57,59.74,21.2,172.02,89.85,0,0,0,0,0,low
CYCLING,139.46,153.73,129.66,66.37,14.1,164.96,90.06,0,1,0,0,0,low
GYMNASTICS,88.15,109.37,133.28,177.48,45.27,156.42,76.25,0,1,1,1,1,moderate
RUGBY,98.86,111.3,64.07,157.58,52.77,157.66,63.5,0,1,1,1,2,high
BASKETBALL,106.57,139.92,88.66,120.29,13.03,166.62,78.37,0,0,0,1,1,moderate
SOCCER,103.83,139.45,127.19,124.17,31.87,156.23,67.2,0,1,1,1,2,high
BOXING,152.64,166.06,129.52,117.19,5.02,166.05,84.8,0,0,0,0,0,low
TENNIS,128.87,156.3,140.52,157.04,9.9,169.34,70.64,0,0,0,1,0,low
WRESTLING,73.07,78.69,78.49,148.76,59.6,138.05,54.24,0,1,1,1,2,high
BOXING,140.41,149.17,152.6,125.3,14.22,171.9,80.61,0,0,0,0,0,low
TENNIS,130.29,162.54,142.59,163.1,20.8,168.03,74.92,0,0,0,1,0,low
BASKETBALL,145.05,144.86,93.61,95.28,9.99,168.94,94.83,0,0,0,0,0,low
HOCKEY,67.07,93.83,49.26,146.23,61.67,144.97,39.28,1,1,1,1,3,critical
TENNIS,85.51,116.42,69.2,183.25,43.76,145.23,37.6,1,1,1,1,3,critical
HOCKEY,110.49,124.75,89.14,118.57,36.57,156.83,80.28,0,1,1,0,1,moderate
RUGBY,77.1,122.82,60.47,167.67,50.96,152.27,52.56,0,1,1,1,2,high
BADMINTON,129.16,159.0,135.51,152.57,18.72,175.22,89.16,0,0,0,0,0,low
TRACK,131.09,153.6,74.32,78.48,17.8,167.08,85.09,0,0,0,0,1,moderate
BASEBALL,139.0,147.48,114.57,169.94,20.56,170.69,80.73,0,0,0,0,0,low
AMERICAN_FOOTBALL,90.04,121.91,84.1,135.96,51.49,152.12,54.14,1,1,1,1,2,high
CYCLING,97.79,112.88,88.46,100.74,33.81,161.67,69.37,0,1,1,1,2,high
WRESTLING,69.13,110.84,81.58,141.95,48.68,160.1,63.19,0,1,1,1,1,moderate
WRESTLING,63.51,97.36,64.17,150.63,58.43,147.24,41.69,1,1,1,1,2,high
OTHER,101.03,115.94,74.23,152.08,37.29,161.89,69.58,1,1,1,1,2,high
WRESTLING,49.95,80.54,54.79,161.42,61.7,142.25,45.78,1,1,1,1,2,high
BADMINTON,133.18,158.55,105.09,150.16,17.35,173.84,90.28,0,0,0,0,0,low
SOCCER,96.3,125.2,101.69,107.43,30.79,160.84,68.65,1,1,1,1,2,high
TENNIS,104.22,121.49,95.91,182.03,36.72,154.16,55.38,1,1,1,1,2,high
CYCLING,141.15,154.12,123.41,74.22,23.27,173.48,91.92,0,0,0,0,0,low
BASEBALL,97.25,108.77,43.15,185.0,56.02,144.65,36.41,1,1,1,1,3,critical
CYCLING,127.21,146.58,104.31,87.32,31.46,169.52,82.23,0,0,1,0,1,moderate
CRICKET,58.94,86.54,55.76,184.01,53.6,158.17,47.67,1,1,1,1,3,critical
CRICKET,132.2,150.22,112.36,169.68,22.2,167.78,85.95,0,0,0,0,0,low
CYCLING,148.57,159.94,126.22,71.74,19.81,175.63,93.61,0,0,0,0,0,low
CRICKET,86.87,103.3,77.27,178.9,44.42,152.36,59.4,1,1,1,1,2,high
TRACK,133.02,176.8,98.81,59.03,12.52,172.32,97.86,0,0,0,0,0,low
TRACK,85.32,124.61,40.93,115.42,33.44,146.78,58.86,0,1,1,1,3,critical
BASKETBALL,138.24,150.4,130.25,76.9,15.56,172.52,94.21,0,0,0,0,0,low
CYCLING,110.28,111.47,91.69,97.53,44.89,163.83,63.04,0,1,1,1,2,high
WRESTLING,84.85,106.61,70.73,111.66,53.13,160.21,72.92,0,1,1,1,1,moderate
SOCCER,97.87,129.12,92.36,111.23,33.55,169.39,72.84,0,0,1,1,2,high
AMERICAN_FOOTBALL,143.82,152.98,123.73,111.16,19.26,164.78,98.07,0,1,0,0,0,low
CYCLING,123.99,140.1,100.82,84.74,31.77,165.69,88.38,0,0,1,0,1,moderate
TENNIS,145.83,150.79,116.15,156.5,20.22,174.62,78.08,0,0,0,1,0,low
BASKETBALL,93.54,125.36,81.53,111.14,30.14,155.27,64.05,1,1,1,1,2,high
RUGBY,134.39,150.92,107.57,120.3,18.93,169.78,76.4,0,0,0,1,0,low
HOCKEY,76.7,94.19,61.4,132.82,60.93,145.55,55.14,1,1,1,1,3,critical
CYCLING,143.55,163.69,97.17,73.34,14.92,173.02,97.06,0,0,0,0,0,low
BADMINTON,69.05,116.57,40.62,185.0,54.13,138.36,46.47,1,1,1,1,3,critical
SOCCER,90.43,132.17,116.42,108.99,28.57,163.03,68.17,1,1,0,1,2,high
WRESTLING,38.59,64.4,30.51,182.52,61.65,134.12,16.37,1,1,1,1,3,critical
BASKETBALL,96.55,123.65,73.04,128.86,30.3,165.81,60.65,0,1,1,1,2,high
TENNIS,124.05,147.33,118.81,172.19,25.34,161.19,78.79,0,1,1,1,1,moderate
WRESTLING,87.16,135.07,53.14,131.9,60.06,163.44,72.14,0,1,1,1,1,moderate
SOCCER,71.42,105.49,92.31,141.39,43.08,140.22,44.64,1,1,1,1,3,critical
GYMNASTICS,67.86,79.72,115.81,179.55,45.61,147.63,61.94,0,1,1,1,2,high
SWIMMING,106.54,110.54,55.25,178.04,42.62,152.8,51.22,1,1,1,1,3,critical
CRICKET,84.68,115.24,59.56,181.83,49.56,151.13,60.62,1,1,1,1,2,high
SWIMMING,143.58,166.15,104.24,142.48,12.96,170.8,88.82,0,0,0,0,0,low
CRICKET,87.54,115.58,82.04,175.16,48.86,146.31,53.11,1,1,1,1,2,high
TRACK,91.54,112.02,45.77,124.0,33.85,144.22,61.2,1,1,1,1,3,critical
BADMINTON,79.94,120.66,79.48,175.25,30.27,153.01,57.38,1,1,1,1,2,high
BADMINTON,72.93,111.46,43.17,185.0,42.41,145.27,30.5,0,1,1,1,3,critical
WRESTLING,63.09,93.08,64.31,150.69,49.37,158.29,53.22,1,1,1,1,2,high
OTHER,144.13,148.34,136.98,100.87,6.68,172.85,85.82,0,0,0,0,0,low
WRESTLING,98.33,112.51,108.65,108.29,34.58,164.97,81.61,0,1,1,0,0,low
RUGBY,141.25,131.94,122.73,93.51,14.81,171.2,88.99,0,0,0,0,0,low
BOXING,129.81,133.94,147.53,129.21,25.17,169.73,68.11,0,0,0,1,1,moderate
CYCLING,76.95,103.08,63.29,108.91,55.32,146.8,49.4,1,1,1,1,3,critical
BASKETBALL,73.48,103.03,61.12,138.01,42.5,147.35,49.37,1,1,1,1,3,critical
TRACK,123.4,155.68,74.38,90.1,10.84,167.35,90.14,0,0,0,0,1,moderate
TENNIS,82.46,98.09,55.57,182.85,46.36,146.18,47.61,1,1,1,1,3,critical
WRESTLING,70.99,87.15,63.19,150.46,59.26,151.37,43.93,1,1,1,1,2,high
CYCLING,120.27,140.22,116.2,90.9,24.51,168.91,83.94,0,0,0,0,1,moderate
CRICKET,81.76,108.3,61.32,173.21,42.98,151.64,65.16,1,1,1,1,2,high
BADMINTON,97.06,123.6,95.23,171.78,36.19,152.38,54.86,0,1,1,1,2,high
VOLLEYBALL,60.2,113.61,52.22,175.88,47.65,138.66,50.49,0,1,1,1,3,critical
BASEBALL,141.91,153.99,96.45,159.78,20.51,172.5,83.64,0,0,0,0,0,low
VOLLEYBALL,111.01,129.64,100.19,161.49,22.2,163.03,76.83,0,1,0,1,1,moderate
BASEBALL,83.74,88.04,44.57,184.11,54.46,144.86,40.89,1,1,1,1,3,critical
SOCCER,85.52,136.17,100.76,120.49,30.03,156.1,50.5,0,1,1,1,2,high
SWIMMING,158.24,162.22,107.5,152.63,4.52,173.83,91.71,0,0,0,0,0,low
RUGBY,96.17,102.32,73.04,148.69,53.54,156.33,61.22,0,1,1,1,2,high
SOCCER,80.92,119.49,97.17,135.08,43.02,145.41,47.37,0,1,1,1,3,critical
RUGBY,93.66,105.08,60.76,139.25,31.63,143.13,55.01,1,1,1,1,2,high
BOXING,147.62,152.27,156.99,87.84,15.4,171.16,92.21,0,0,0,0,0,low
BOXING,146.4,147.36,172.88,111.83,25.96,170.72,82.37,0,0,0,0,0,low
BADMINTON,89.79,111.22,70.93,170.04,33.18,158.55,69.0,0,1,1,1,2,high
VOLLEYBALL,64.37,93.17,53.54,175.74,46.15,133.74,37.68,1,1,1,1,3,critical
BOXING,84.84,115.44,76.85,142.06,51.22,143.47,50.53,1,1,1,1,3,critical
BOXING,155.14,157.14,140.42,89.4,16.06,167.46,83.71,0,0,0,0,0,low
GYMNASTICS,24.89,42.47,83.6,185.0,69.49,124.98,54.92,1,1,1,1,3,critical
TENNIS,135.68,141.68,111.49,175.01,22.94,164.03,76.78,0,1,0,1,1,moderate
CRICKET,120.19,130.46,89.39,170.9,29.65,168.15,68.72,0,0,1,1,1,moderate
BASKETBALL,71.3,114.16,54.52,151.28,37.1,137.26,61.99,1,1,1,1,3,critical
BADMINTON,148.32,167.2,97.61,152.61,16.96,166.72,81.83,0,0,0,0,0,low
OTHER,121.17,131.44,104.45,114.42,26.3,164.59,73.08,0,1,0,1,1,moderate
CYCLING,102.93,120.87,78.16,106.49,40.96,155.76,73.63,1,1,1,1,2,high
BADMINTON,88.53,124.07,82.04,164.33,36.44,155.59,74.04,0,1,1,1,2,high
TENNIS,111.35,120.29,87.77,179.1,40.75,154.02,52.46,0,1,1,1,2,high
CYCLING,102.96,115.31,93.66,90.97,35.99,158.42,61.62,1,1,1,1,2,high
VOLLEYBALL,66.09,107.35,49.88,166.38,47.92,145.76,48.26,1,1,1,1,3,critical
BOXING,154.25,162.12,129.26,76.74,19.13,177.51,81.28,0,0,0,0,0,low
CYCLING,140.38,151.36,135.14,65.6,15.83,173.44,90.3,0,0,0,0,0,low
TENNIS,92.0,104.82,56.62,183.51,61.23,141.24,36.98,1,1,1,1,3,critical
BOXING,127.11,143.07,128.88,131.21,33.06,169.13,74.04,0,0,1,1,1,moderate
OTHER,89.66,140.34,73.22,137.27,27.0,159.33,63.25,1,1,1,1,2,high
BADMINTON,66.23,105.87,59.09,181.83,53.24,145.62,30.39,1,1,1,1,3,critical
AMERICAN_FOOTBALL,68.15,90.28,48.1,159.39,72.63,145.63,68.39,1,1,1,1,3,critical
BASEBALL,137.11,129.84,86.49,160.38,29.45,172.14,81.62,0,0,0,0,0,low
BASKETBALL,72.51,121.85,63.02,147.81,41.96,147.88,51.36,1,1,1,1,3,critical
BASKETBALL,87.08,134.6,80.64,149.31,35.69,155.42,68.31,0,1,1,1,2,high
SWIMMING,124.23,148.76,109.1,158.11,11.94,166.7,82.28,0,0,0,0,1,moderate
CYCLING,88.03,97.06,52.62,112.87,63.9,148.38,58.66,0,1,1,1,3,critical
TRACK,78.25,125.98,31.33,116.35,34.57,147.14,61.1,1,1,1,1,3,critical
BASEBALL,84.98,103.66,43.03,184.69,68.58,143.67,45.26,1,1,1,1,3,critical
BASEBALL,136.43,163.15,120.6,160.11,28.52,166.19,79.73,0,0,0,1,0,low
CRICKET,101.1,133.16,79.06,169.33,23.74,162.57,71.72,0,1,0,1,1,moderate
TRACK,148.33,171.31,88.99,64.22,5.37,175.25,92.79,0,0,0,0,0,low
TRACK,88.45,132.25,35.99,108.78,28.67,151.62,57.52,1,1,1,1,3,critical
OTHER,116.43,127.41,94.29,138.14,24.26,169.85,69.86,0,0,0,1,1,moderate
CRICKET,75.23,101.19,63.75,178.06,46.37,149.75,58.68,0,1,1,1,2,high
AMERICAN_FOOTBALL,87.34,121.84,68.84,143.05,55.42,156.09,58.48,0,1,1,1,2,high
CRICKET,107.54,131.42,84.54,173.89,27.79,159.43,77.28,0,1,0,1,1,moderate
RUGBY,101.18,102.42,60.7,130.16,46.59,151.22,65.46,1,1,1,1,2,high
BADMINTON,140.75,156.77,95.91,132.44,17.19,171.03,90.29,0,0,0,0,0,low
VOLLEYBALL,103.07,132.05,97.7,155.34,17.23,164.16,89.88,0,1,1,0,1,moderate
WRESTLING,45.98,66.19,47.12,179.68,67.27,133.07,34.44,1,1,1,1,3,critical
BASKETBALL,70.05,103.82,48.9,161.39,39.69,148.84,57.0,1,1,1,1,3,critical
OTHER,111.99,130.9,87.65,112.89,22.03,168.1,73.26,0,0,0,1,1,moderate
HOCKEY,129.63,118.05,90.73,91.7,36.72,178.88,71.12,0,0,1,1,1,moderate
HOCKEY,126.98,141.33,113.09,90.19,29.47,168.2,96.5,0,0,0,0,0,low
TENNIS,141.23,161.4,141.88,173.26,23.37,172.34,75.26,0,0,0,1,0,low
TENNIS,113.79,122.2,97.0,176.3,36.2,155.68,57.36,0,1,1,1,2,high
BASEBALL,119.33,156.2,68.7,172.75,35.4,164.44,70.22,0,1,1,1,1,moderate
CYCLING,144.01,163.81,132.8,93.2,22.16,172.91,87.36,0,0,0,0,0,low
RUGBY,129.48,175.46,100.42,87.14,35.06,171.52,78.13,0,0,1,1,0,low
AMERICAN_FOOTBALL,116.9,125.61,89.09,119.62,31.15,165.0,75.55,0,0,1,1,1,moderate
GYMNASTICS,36.02,48.38,76.73,183.43,71.47,138.65,42.69,1,1,1,1,3,critical
BASKETBALL,116.02,135.3,110.89,113.82,10.29,165.9,77.97,0,0,0,1,1,moderate
VOLLEYBALL,70.94,105.94,73.21,185.0,46.05,141.04,58.93,1,1,1,1,3,critical
RUGBY,92.25,118.24,68.13,136.81,49.25,154.71,57.42,1,1,1,1,2,high
SOCCER,103.45,137.45,101.76,106.68,30.44,165.78,58.06,1,0,1,1,2,high
CRICKET,86.31,123.48,56.41,181.4,40.59,145.3,60.85,1,1,1,1,2,high
TENNIS,106.82,135.71,82.67,176.62,38.65,157.09,60.59,0,1,1,1,2,high
BADMINTON,113.57,140.86,76.95,164.87,34.11,162.33,71.27,0,1,1,1,1,moderate
BOXING,149.28,149.76,154.29,111.89,18.05,171.41,86.6,0,0,0,0,0,low
BADMINTON,109.79,141.87,99.41,157.28,20.01,166.54,78.65,0,0,0,1,1,moderate
BASKETBALL,66.59,121.02,76.06,165.92,34.06,140.9,46.67,1,1,1,1,3,critical
OTHER,96.24,92.04,61.09,167.85,38.34,151.13,51.64,1,1,1,1,3,critical
SOCCER,86.41,120.3,77.68,119.84,43.43,147.8,60.47,1,1,1,1,3,critical
BOXING,87.39,97.52,87.98,159.08,43.17,150.57,43.48,1,1,1,1,3,critical
SWIMMING,81.95,111.22,62.42,184.59,33.91,152.66,62.44,1,1,1,1,3,critical
HOCKEY,106.57,120.08,107.86,121.59,36.51,164.85,68.96,0,1,1,1,1,moderate
BASEBALL,111.42,121.75,65.88,181.49,48.98,169.75,46.43,0,0,1,1,2,high
WRESTLING,45.1,84.58,44.1,176.8,73.41,143.81,49.98,1,1,1,1,3,critical
OTHER,138.35,148.14,101.25,107.15,15.77,168.34,83.82,0,0,0,0,0,low
BASEBALL,122.76,144.39,94.14,169.04,31.74,161.4,68.22,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,78.28,88.06,48.22,168.7,64.48,148.72,47.23,1,1,1,1,3,critical
SWIMMING,106.13,120.89,75.35,177.59,28.89,156.31,61.54,1,1,1,1,2,high
BASKETBALL,93.6,130.25,73.17,136.22,37.63,157.61,80.01,1,1,1,1,2,high
AMERICAN_FOOTBALL,84.11,103.9,71.8,139.54,50.17,152.47,63.86,1,1,1,1,2,high
BADMINTON,95.63,125.88,78.99,162.52,35.97,156.02,58.67,0,1,1,1,2,high
BASKETBALL,61.98,102.98,68.77,156.88,38.68,151.65,61.21,0,1,1,1,3,critical
RUGBY,86.71,117.98,69.25,120.68,41.21,152.0,75.02,0,1,1,1,2,high
RUGBY,133.14,149.01,104.09,107.78,23.43,174.08,94.9,0,0,0,0,0,low
CYCLING,123.08,143.44,118.79,96.05,32.61,168.16,87.62,0,0,1,0,1,moderate
SWIMMING,92.84,116.5,40.74,184.93,42.4,144.76,50.4,0,1,1,1,3,critical
HOCKEY,84.03,100.52,67.65,115.9,55.33,145.35,49.57,1,1,1,1,2,high
TENNIS,114.62,142.78,113.09,180.07,27.19,164.53,70.49,0,1,1,1,1,moderate
OTHER,145.04,165.85,117.56,103.02,13.41,171.23,89.78,0,0,0,0,0,low
BADMINTON,106.2,116.94,83.58,167.23,33.35,149.49,45.97,0,1,1,1,2,high
RUGBY,92.38,95.9,60.71,122.01,57.12,157.93,57.52,0,1,1,1,2,high
HOCKEY,120.79,114.74,88.55,111.88,36.67,161.64,62.81,0,1,1,1,1,moderate
TENNIS,94.36,132.82,80.91,182.74,32.91,164.84,48.01,0,1,1,1,2,high
TRACK,84.24,123.93,40.57,124.35,25.9,149.23,62.13,1,1,1,1,3,critical
BASKETBALL,81.34,115.66,52.77,132.81,43.06,147.99,44.36,0,1,1,1,3,critical
SOCCER,134.28,165.03,143.16,75.85,5.91,173.3,93.84,0,0,0,0,0,low
AMERICAN_FOOTBALL,78.24,102.61,46.29,158.55,70.82,140.52,43.62,1,1,1,1,3,critical
OTHER,136.04,150.74,119.78,88.68,9.97,178.39,86.91,0,0,0,0,0,low
VOLLEYBALL,87.5,120.73,87.57,150.94,39.63,152.18,66.69,0,1,1,1,2,high
AMERICAN_FOOTBALL,90.14,109.16,81.87,126.39,59.44,158.77,69.07,0,1,1,1,2,high
BASKETBALL,119.03,166.26,129.94,103.09,10.15,171.55,86.27,0,0,0,0,0,low
VOLLEYBALL,102.96,112.1,98.91,154.44,20.23,158.32,67.42,0,1,1,1,2,high
GYMNASTICS,111.82,100.9,145.26,158.53,34.32,166.41,92.77,0,0,1,0,0,low
RUGBY,80.08,98.97,44.4,144.86,58.93,145.72,52.7,1,1,1,1,3,critical
BOXING,93.78,111.3,90.08,141.15,45.49,150.76,36.57,1,1,1,1,3,critical
GYMNASTICS,42.71,59.18,74.32,185.0,77.71,123.54,54.08,1,1,1,1,3,critical
GYMNASTICS,38.3,50.3,98.02,183.22,75.54,138.56,34.68,0,1,1,1,3,critical
RUGBY,127.83,142.73,118.39,89.51,31.53,171.57,86.16,0,0,1,0,0,low
